ts,F3 10k,F4 5k
17291272.0,205.84185,-190.73559
17291371.0,205.30779,-190.39227
17291470.0,206.68109,-190.62115
17291569.0,206.29962,-190.69744
17291668.0,205.53667,-190.73559
17291767.0,205.38408,-190.20153
17291866.0,205.2315,-190.23968
17291965.0,205.30779,-189.55303
17292064.0,205.07891,-190.583
17292163.0,205.00261,-190.35412
17292262.0,205.84185,-189.9345
17292361.0,205.38408,-190.16338
17292460.0,204.69744,-190.08709
17292559.0,275.49849,-384.98072
17292658.0,327.30227,-394.25047
17292757.0,354.92079,-391.27499
17292856.0,376.89353,-387.8799
17292955.0,382.08154,-387.68916
17293054.0,394.21232,-390.20687
17293153.0,396.95891,-392.19052
17293252.0,400.31586,-391.00796
17293351.0,402.52839,-390.01614
17293450.0,404.43575,-390.05428
17293549.0,405.0461,-390.13058
17293648.0,404.66463,-391.1987
17293747.0,404.51204,-390.77908
17293846.0,404.66463,-390.70278
17293945.0,405.50387,-390.13058
17294044.0,404.35945,-389.8254
17294143.0,404.81722,-390.05428
17294242.0,405.1224,-390.51205
17294341.0,405.65645,-391.16055
17294440.0,405.50387,-390.77908
17294538.0,404.43575,-390.96981
17294637.0,405.88534,-390.28317
17294736.0,405.73275,-391.08426
17294835.0,405.73275,-391.35129
17294934.0,404.58834,-391.1987
17295033.0,405.19869,-391.65646
17295132.0,405.96163,-391.96164
17295241.0,404.81722,-391.73276
17295350.0,404.81722,-390.89352
17295459.0,404.96981,-391.54202
17295558.0,405.50387,-391.7709
17295657.0,405.42757,-391.46573
17295756.0,405.73275,-390.85537
17295856.0,405.73275,-391.46573
17295954.0,405.35128,-391.23684
17296053.0,406.03793,-391.42758
17296152.0,406.03793,-391.00796
17296251.0,405.50387,-391.31314
17296350.0,405.73275,-390.81723
17296449.0,405.58016,-390.4739
17296548.0,405.50387,-391.1987
17296647.0,404.89351,-392.26682
17296746.0,405.65645,-391.1987
17296845.0,405.88534,-392.26682
17296944.0,405.19869,-392.03793
17297043.0,405.35128,-391.61832
17297142.0,405.1224,-390.81723
17297241.0,405.1224,-392.4957
17297340.0,405.58016,-391.00796
17297439.0,404.43575,-391.80905
17297538.0,404.96981,-391.50387
17297638.0,405.42757,-391.7709
17297737.0,406.4194,-391.31314
17297836.0,405.50387,-392.03793
17297935.0,405.35128,-391.42758
17298044.0,405.35128,-391.7709
17298153.0,406.57199,-391.00796
17298262.0,405.42757,-390.35946
17298361.0,405.27498,-392.15237
17298460.0,405.50387,-392.11423
17298559.0,405.96163,-391.54202
17298658.0,405.1224,-392.07608
17298757.0,405.96163,-390.93167
17298856.0,405.42757,-390.93167
17298956.0,406.80087,-391.99979
17299055.0,405.58016,-392.03793
17299154.0,404.13057,-390.93167
17299253.0,406.03793,-391.80905
17299352.0,405.35128,-392.34311
17299451.0,405.80904,-390.85537
17299550.0,406.03793,-391.50387
17299649.0,406.19051,-391.38943
17299753.0,405.1224,-391.35129
17299852.0,404.74092,-391.99979
17299951.0,465.08966,-595.13319
17300050.0,528.79535,-592.99695
17300149.0,560.30487,-589.18224
17300248.0,580.21767,-592.9588
17300347.0,589.0678,-593.72175
17300446.0,595.40022,-593.22583
17300545.0,599.13864,-593.18769
17300644.0,601.65635,-591.24218
17300743.0,601.50376,-592.3103
17300842.0,602.80076,-592.57733
17300941.0,602.87706,-592.50104
17301040.0,603.5637,-594.17951
17301139.0,604.32665,-593.6836
17301238.0,603.71629,-592.50104
17301347.0,603.64,-593.37842
17301457.0,604.40294,-593.60731
17301556.0,604.17406,-593.14954
17301659.0,603.71629,-592.76807
17301758.0,603.94517,-593.64545
17301857.0,604.09776,-593.11139
17301957.0,603.18223,-593.26398
17302055.0,603.94517,-592.84436
17302154.0,604.25035,-592.92066
17302253.0,603.86888,-592.80622
17302353.0,604.70812,-592.99695
17302453.0,604.55553,-593.64545
17302553.0,603.33482,-593.91248
17302652.0,603.79259,-593.49286
17302751.0,603.64,-592.80622
17302850.0,604.02147,-593.07325
17302949.0,602.95335,-593.37842
17303048.0,603.94517,-593.53101
17303149.0,603.02964,-593.87434
17303248.0,602.49558,-593.95063
17303352.0,603.71629,-593.60731
17303451.0,603.02964,-593.37842
17303551.0,604.25035,-593.87434
17303651.0,603.64,-593.41657
17303752.0,603.86888,-593.14954
17303851.0,603.5637,-593.98878
17303951.0,603.86888,-593.75989
17304051.0,603.02964,-593.95063
17304150.0,603.18223,-593.79804
17304251.0,603.71629,-593.41657
17304351.0,602.95335,-593.53101
17304450.0,603.5637,-593.72175
17304550.0,603.33482,-594.3321
17304649.0,603.48741,-594.44654
17304748.0,603.18223,-593.49286
17304848.0,602.19041,-594.06507
17304946.0,602.19041,-593.83619
17305045.0,602.2667,-593.60731
17305144.0,602.57188,-593.91248
17305243.0,602.72447,-593.87434
17305342.0,601.65635,-593.79804
17305441.0,601.42747,-593.72175
17305540.0,603.41112,-593.64545
17305649.0,603.86888,-594.17951
17305758.0,602.49558,-594.37025
17305867.0,602.2667,-593.41657
17305966.0,603.5637,-593.87434
17306065.0,602.2667,-593.37842
17306165.0,602.03782,-593.18769
17306263.0,603.25853,-593.18769
17306361.0,602.95335,-593.60731
17306460.0,603.48741,-593.72175
17306559.0,603.02964,-594.21766
17306658.0,603.25853,-594.67543
17306757.0,603.86888,-593.79804
17306856.0,653.68902,-797.12218
17306955.0,723.26936,-792.12491
17307054.0,757.44918,-791.74344
17307153.0,778.12492,-795.82518
17307252.0,787.96687,-797.84698
17307351.0,794.223,-797.23662
17307450.0,799.02954,-795.52
17307549.0,798.87695,-795.40556
17307648.0,800.93689,-795.25297
17307747.0,800.93689,-796.62627
17307846.0,801.39466,-796.817
17307945.0,801.77613,-795.55815
17308044.0,802.08131,-795.10038
17308144.0,802.08131,-795.93962
17308242.0,801.69984,-795.71074
17308351.0,803.30201,-796.96959
17308460.0,801.47095,-795.5963
17308569.0,803.30201,-796.05406
17308668.0,802.76795,-796.58812
17308767.0,802.08131,-796.47368
17308866.0,801.39466,-795.86333
17308965.0,802.08131,-795.86333
17309064.0,801.39466,-795.74889
17309163.0,801.62354,-796.8933
17309262.0,802.38648,-796.817
17309361.0,801.08948,-795.93962
17309460.0,801.92872,-796.43553
17309559.0,801.69984,-797.92327
17309658.0,801.16578,-798.07586
17309757.0,802.1576,-797.69439
17309856.0,802.00501,-797.99957
17309955.0,803.07313,-798.38104
17310054.0,801.77613,-797.88512
17310153.0,802.99684,-798.30474
17310252.0,802.84425,-797.61809
17310351.0,802.46278,-797.27477
17310450.0,802.92054,-798.22845
17310549.0,802.08131,-796.817
17310649.0,802.76795,-797.19848
17310747.0,801.69984,-796.96959
17310846.0,803.30201,-796.43553
17310945.0,801.62354,-796.01591
17311054.0,802.53907,-797.57995
17311163.0,801.62354,-796.8933
17311272.0,802.76795,-798.03771
17311371.0,802.92054,-798.15215
17311470.0,802.46278,-797.69439
17311569.0,801.92872,-796.74071
17311668.0,803.22572,-796.58812
17311767.0,802.1576,-796.13036
17311866.0,802.31019,-796.20665
17311965.0,801.47095,-795.97777
17312064.0,802.76795,-796.47368
17312163.0,802.53907,-796.35924
17312262.0,801.47095,-796.13036
17312361.0,802.31019,-796.28294
17312460.0,801.24207,-796.70256
17312559.0,802.84425,-797.92327
17312658.0,802.31019,-798.38104
17312757.0,802.61537,-797.69439
17312856.0,801.54725,-797.5418
17312955.0,802.69166,-798.15215
17313054.0,802.99684,-798.03771
17313153.0,801.92872,-797.50365
17313252.0,802.92054,-797.96142
17313351.0,802.53907,-797.96142
17313450.0,802.76795,-797.5418
17313549.0,803.22572,-796.28294
17313648.0,802.46278,-796.43553
17313747.0,802.00501,-796.2448
17313856.0,802.2339,-797.73254
17313965.0,802.00501,-796.35924
17314074.0,865.48182,-1000.17929
17314173.0,927.81421,-1000.40817
17314272.0,962.83326,-999.11117
17314371.0,979.46541,-998.92044
17314470.0,990.1466,-999.75967
17314569.0,994.49537,-1000.21744
17314668.0,997.47085,-1000.37003
17314767.0,997.85232,-1000.0267
17314866.0,999.14932,-998.95858
17314965.0,998.61526,-998.806
17315064.0,1000.29373,-999.83597
17315163.0,1000.29373,-1000.17929
17315262.0,999.22561,-1000.33188
17315361.0,1000.6752,-1000.48447
17315460.0,1000.14114,-1000.56076
17315559.0,999.91226,-1001.81962
17315658.0,1000.44632,-1001.59073
17315757.0,1000.98038,-1002.16294
17315856.0,1001.05668,-1001.89591
17315955.0,1000.29373,-1002.39182
17316054.0,1001.20926,-1002.20109
17316153.0,1001.13297,-1002.27738
17316252.0,1000.90409,-1002.39182
17316352.0,1000.82779,-1002.54441
17316450.0,1000.52262,-1002.42997
17316559.0,999.60708,-1001.89591
17316668.0,1000.29373,-1000.56076
17316767.0,999.83597,-1000.56076
17316866.0,998.46267,-1001.78147
17316965.0,999.98856,-1001.09482
17317064.0,999.30191,-1001.28556
17317163.0,999.91226,-1001.17112
17317262.0,999.3782,-1001.24741
17317362.0,1000.29373,-1000.52262
17317460.0,999.60708,-1001.36185
17317559.0,999.98856,-1002.92588
17317658.0,1000.52262,-1002.42997
17317757.0,1000.44632,-1002.42997
17317856.0,999.68338,-1002.39182
17317955.0,999.75967,-1002.01035
17318054.0,1000.06485,-1002.65885
17318154.0,1000.6752,-1002.50627
17318252.0,999.91226,-1001.97221
17318351.0,999.60708,-1001.89591
17318460.0,999.4545,-1002.20109
17318569.0,1000.29373,-1001.74332
17318678.0,999.14932,-1002.65885
17318777.0,999.14932,-1003.00218
17318876.0,1000.14114,-1002.50627
17318975.0,999.14932,-1002.65885
17319074.0,1000.21744,-1002.39182
17319173.0,998.92044,-1002.0485
17319272.0,1000.14114,-1002.27738
17319371.0,1000.14114,-1002.35368
17319470.0,999.07303,-1002.35368
17319569.0,999.60708,-1002.16294
17319668.0,999.4545,-1001.81962
17319767.0,999.53079,-1001.62888
17319866.0,999.3782,-1002.16294
17319965.0,999.53079,-1002.84959
17320064.0,1000.14114,-1002.62071
17320163.0,999.22561,-1002.50627
17320262.0,999.68338,-1002.0485
17320361.0,998.31008,-1002.50627
17320460.0,999.3782,-1002.81144
17320559.0,999.83597,-1002.0485
17320658.0,999.14932,-1002.92588
17320757.0,999.98856,-1002.31553
17320856.0,1000.14114,-1002.12479
17320955.0,1000.37003,-1001.81962
17321054.0,966.2665,-792.77341
17321163.0,856.02133,-802.42463
17321272.0,823.3674,-803.75978
17321381.0,809.10038,-804.25569
17321480.0,803.98866,-801.20392
17321579.0,801.77613,-800.82245
17321678.0,800.7843,-802.27204
17321778.0,799.79248,-803.11128
17321877.0,800.02136,-802.8061
17321976.0,801.01319,-802.31019
17322075.0,799.5636,-801.47095
17322174.0,799.41101,-801.77613
17322273.0,799.02954,-802.42463
17322372.0,799.33471,-802.50093
17322471.0,799.86877,-802.42463
17322570.0,799.63989,-801.81428
17322669.0,800.17395,-801.69984
17322769.0,799.4873,-802.31019
17322868.0,799.41101,-802.19575
17323017.0,799.79248,-802.8824
17323116.0,800.47913,-802.19575
17323215.0,798.72436,-802.00501
17323314.0,799.33471,-802.19575
17323414.0,799.94507,-802.38648
17323512.0,798.95324,-802.65351
17323611.0,800.09766,-802.04316
17323710.0,799.18213,-802.69166
17323810.0,800.02136,-802.61537
17323908.0,800.25025,-801.96687
17324007.0,799.25842,-802.27204
17324106.0,798.72436,-802.2339
17324205.0,798.03771,-802.27204
17324304.0,799.10583,-802.19575
17324404.0,798.49548,-802.04316
17324502.0,799.41101,-802.76795
17324601.0,799.18213,-801.73798
17324700.0,798.11401,-802.46278
17324799.0,799.79248,-802.8824
17324898.0,798.57177,-802.31019
17324997.0,801.01319,-802.42463
17325098.0,799.10583,-802.84425
17325196.0,800.55542,-802.65351
17325295.0,800.02136,-803.07313
17325394.0,800.02136,-802.92054
17325493.0,799.71619,-802.8824
17325592.0,799.86877,-803.26387
17325691.0,800.8606,-803.11128
17325790.0,799.86877,-802.72981
17325889.0,799.94507,-801.69984
17325988.0,799.5636,-801.35651
17326087.0,799.63989,-801.31836
17326187.0,799.71619,-801.66169
17326286.0,799.33471,-801.92872
17326385.0,800.40283,-801.35651
17326484.0,799.25842,-800.82245
17326583.0,798.87695,-801.81428
17326682.0,800.70801,-801.77613
17326781.0,799.71619,-801.43281
17326880.0,801.24207,-803.07313
17326979.0,799.71619,-802.69166
17327078.0,801.08948,-802.95869
17327177.0,800.02136,-802.38648
17327276.0,800.70801,-803.03498
17327375.0,800.25025,-802.84425
17327474.0,800.09766,-802.8061
17327573.0,801.24207,-802.53907
17327682.0,800.7843,-801.69984
17327791.0,729.14402,-594.86616
17327900.0,648.5773,-599.90158
17327999.0,624.62091,-602.61003
17328098.0,616.07596,-602.03782
17328197.0,608.9043,-599.78714
17328296.0,606.234,-599.32937
17328395.0,604.17406,-600.51193
17328494.0,602.57188,-602.03782
17328593.0,602.80076,-601.54191
17328692.0,603.02964,-600.51193
17328791.0,602.87706,-600.09232
17328890.0,602.343,-599.82529
17328989.0,602.2667,-601.92338
17329091.0,602.57188,-600.47379
17329190.0,601.88523,-601.84708
17329289.0,602.57188,-601.50376
17329388.0,601.19858,-601.73264
17329487.0,602.64817,-601.84708
17329587.0,601.88523,-602.11411
17329685.0,601.88523,-602.2667
17329784.0,602.2667,-602.53373
17329883.0,601.73264,-602.03782
17329982.0,601.80894,-602.30485
17330081.0,602.11411,-602.30485
17330180.0,601.65635,-599.97787
17330279.0,601.19858,-600.09232
17330378.0,602.343,-599.86343
17330477.0,603.18223,-599.82529
17330576.0,602.2667,-599.71084
17330685.0,601.88523,-602.64817
17330794.0,601.73264,-599.82529
17330894.0,602.19041,-599.32937
17330993.0,601.35117,-599.82529
17331097.0,602.11411,-599.5964
17331196.0,602.19041,-599.5964
17331295.0,602.2667,-599.44382
17331394.0,601.80894,-599.06234
17331493.0,601.96152,-599.36752
17331592.0,601.80894,-598.9479
17331691.0,601.35117,-599.25308
17331790.0,601.88523,-598.75717
17331889.0,601.12229,-603.79259
17331988.0,601.19858,-603.60185
17332087.0,601.88523,-603.75444
17332186.0,601.42747,-604.2885
17332285.0,601.27488,-604.32665
17332385.0,601.80894,-604.2122
17332483.0,600.9697,-604.86071
17332582.0,602.41929,-604.63182
17332682.0,602.19041,-605.16588
17332780.0,602.57188,-604.89885
17332879.0,601.88523,-598.18496
17332978.0,602.49558,-598.41384
17333077.0,603.02964,-598.45199
17333186.0,603.41112,-604.47923
17333296.0,603.86888,-598.49014
17333405.0,602.72447,-604.59368
17333504.0,602.11411,-604.82256
17333603.0,601.80894,-603.79259
17333752.0,602.49558,-598.56643
17333850.0,601.80894,-598.2994
17333949.0,600.9697,-604.05962
17334048.0,600.81711,-604.44109
17334147.0,600.89341,-603.98332
17334246.0,600.28305,-603.94517
17334345.0,600.51193,-603.90703
17334444.0,601.04599,-603.75444
17334543.0,496.82807,-405.35128
17334642.0,442.20139,-404.66463
17334741.0,422.89895,-400.96436
17334840.0,413.89623,-399.51477
17334939.0,409.47117,-399.1333
17335038.0,407.86899,-400.35401
17335137.0,405.73275,-399.057
17335236.0,404.96981,-397.98888
17335335.0,406.03793,-398.29406
17335434.0,404.66463,-399.17144
17335533.0,405.35128,-399.01886
17335632.0,403.36763,-399.24774
17335731.0,403.52022,-398.82812
17335830.0,403.44392,-399.17144
17335929.0,403.59651,-400.08698
17336028.0,402.3758,-399.93439
17336127.0,403.6728,-400.04883
17336226.0,402.83357,-399.43847
17336326.0,402.75727,-399.17144
17336425.0,402.22321,-398.75183
17336524.0,403.13874,-399.7055
17336623.0,403.21504,-399.81995
17336722.0,403.13874,-398.67553
17336827.0,403.6728,-400.16327
17336926.0,403.82539,-400.4303
17337025.0,402.68098,-398.52294
17337124.0,403.6728,-399.59106
17337223.0,403.7491,-398.44665
17337322.0,403.52022,-400.35401
17337421.0,403.44392,-398.59924
17337520.0,403.6728,-399.7055
17337619.0,403.44392,-399.09515
17337718.0,402.3758,-398.82812
17337817.0,401.99433,-399.09515
17337917.0,402.60469,-399.32403
17338016.0,403.06245,-398.94256
17338115.0,402.68098,-398.86627
17338214.0,401.91804,-398.82812
17338313.0,402.22321,-398.67553
17338412.0,402.3758,-398.29406
17338511.0,401.84174,-398.44665
17338610.0,402.90986,-398.33221
17338709.0,402.60469,-399.51477
17338808.0,402.90986,-399.28589
17338907.0,403.52022,-399.97253
17339006.0,403.6728,-400.12512
17339105.0,403.36763,-399.24774
17339204.0,403.82539,-399.66736
17339303.0,403.82539,-399.28589
17339402.0,403.13874,-399.55292
17339501.0,403.90169,-399.62921
17339600.0,402.83357,-400.12512
17339699.0,404.05428,-398.25591
17339798.0,403.90169,-398.14147
17339897.0,403.59651,-398.4085
17340007.0,404.05428,-399.55292
17340116.0,403.52022,-398.10333
17340215.0,402.98616,-398.17962
17340314.0,403.52022,-398.4848
17340413.0,402.90986,-397.91259
17340512.0,403.36763,-398.29406
17340611.0,403.29133,-398.02703
17340710.0,403.97798,-398.75183
17340809.0,403.59651,-398.67553
17340908.0,403.82539,-399.24774
17341007.0,403.7491,-399.59106
17341106.0,403.52022,-399.40033
17341205.0,404.05428,-399.28589
17341304.0,351.10608,-198.13613
17341403.0,269.16607,-201.79826
17341502.0,237.65655,-193.9018
17341602.0,222.3977,-193.78736
17341700.0,216.37045,-198.09798
17341799.0,212.47945,-197.02987
17341908.0,209.1988,-196.11433
17342017.0,208.66474,-196.64839
17342116.0,207.36773,-196.45766
17342215.0,206.60479,-197.83095
17342314.0,206.14703,-197.98354
17342413.0,206.5285,-197.8691
17342512.0,205.46038,-197.37319
17342612.0,206.75738,-197.52578
17342710.0,205.38408,-198.32687
17342809.0,205.53667,-195.46583
17342908.0,205.46038,-195.54213
17343007.0,205.2315,-195.46583
17343170.0,205.76556,-197.56393
17343269.0,205.38408,-195.35139
17343368.0,206.14703,-195.42769
17343467.0,205.2315,-195.50398
17343566.0,205.53667,-195.16066
17343665.0,205.53667,-195.23695
17343764.0,205.38408,-195.38954
17343863.0,205.91814,-194.93177
17343962.0,205.76556,-195.38954
17344062.0,205.91814,-195.1988
17344161.0,205.76556,-195.04622
17344260.0,205.68926,-197.90725
17344359.0,205.76556,-198.09798
17344458.0,205.2315,-197.9454
17344557.0,205.61297,-197.90725
17344705.0,205.1552,-195.00807
17344804.0,205.2315,-195.1988
17344903.0,205.46038,-194.89363
17345002.0,205.99444,-194.89363
17345101.0,205.76556,-194.96992
17345200.0,206.07073,-198.32687
17345299.0,204.46855,-198.32687
17345398.0,206.22332,-198.44131
17345497.0,205.38408,-198.44131
17345596.0,205.38408,-198.32687
17345695.0,204.77373,-198.5176
17345794.0,205.1552,-198.67019
17345893.0,205.38408,-198.32687
17345992.0,204.69744,-198.70834
17346092.0,205.30779,-198.63204
17346190.0,205.2315,-194.43586
17346289.0,205.1552,-194.39771
17346388.0,205.1552,-194.39771
17346487.0,204.92632,-194.16883
17346586.0,205.07891,-194.13068
17346685.0,205.84185,-194.13068
17346784.0,204.92632,-194.05439
17346883.0,204.69744,-193.78736
17346982.0,204.46855,-193.67292
17347081.0,203.47673,-194.32142
17347180.0,204.39226,-199.20425
17347279.0,203.55302,-198.89907
17347378.0,205.46038,-199.35684
17347477.0,203.17155,-198.78463
17347576.0,203.8582,-199.58572
17347675.0,204.46855,-199.35684
17347774.0,204.69744,-199.39499
17347873.0,203.8582,-200.31052
17347973.0,204.62114,-199.85275
17348072.0,121.61301,-6.75204
17348171.0,68.74111,-1.79291
17348270.0,46.00542,9.2316
17348369.0,38.91006,9.3079
17348468.0,31.43323,8.88828
17348567.0,20.37056,8.5831
17348666.0,13.12261,7.55313
17348765.0,17.92915,8.08719
17348865.0,14.64849,7.47684
17348963.0,11.67302,7.55313
17349063.0,7.9346,7.97275
17349161.0,10.29972,6.86648
17349260.0,10.22343,1.18256
17349359.0,10.22343,1.3733
17349458.0,8.08719,1.48774
17349557.0,7.78201,1.52588
17349656.0,8.92643,1.56403
17349755.0,9.53678,1.83106
17349854.0,8.85013,1.06812
17349953.0,7.70572,1.64033
17350052.0,7.9346,1.75477
17350152.0,7.85831,1.64033
17350250.0,9.2316,8.54495
17350349.0,9.07901,7.47684
17350448.0,8.16348,8.54495
17350547.0,8.23978,8.20163
17350646.0,7.55313,8.62125
17350745.0,8.77384,7.13351
17350844.0,9.91825,8.01089
17350943.0,9.15531,8.77384
17351042.0,8.54495,8.31607
17351141.0,8.31607,7.82016
17351250.0,8.77384,8.04904
17351359.0,8.08719,2.0218
17351468.0,9.46049,8.50681
17351567.0,8.23978,7.85831
17351666.0,9.07901,8.85013
17351765.0,9.99454,7.82016
17351864.0,9.46049,8.23978
17351963.0,8.69754,7.70572
17352063.0,10.07084,8.20163
17352161.0,7.70572,8.35422
17352260.0,8.16348,2.47956
17352359.0,7.70572,1.90736
17352458.0,8.16348,2.0218
17352557.0,7.09536,0.91553
17352656.0,7.47684,1.9455
17352755.0,8.08719,2.28883
17352854.0,7.17166,2.36512
17352953.0,7.47684,2.63215
17353052.0,7.01907,2.36512
17353151.0,6.10354,2.05994
17353250.0,7.70572,7.62942
17353350.0,6.40872,8.27792
17353449.0,7.01907,7.97275
17353548.0,6.94278,7.85831
17353647.0,7.55313,8.04904
17353746.0,6.5613,7.66757
17353845.0,6.71389,7.66757
17353944.0,6.6376,7.32425
17354053.0,6.79019,2.70845
17354162.0,7.01907,7.20981
17354261.0,7.09536,7.2861
17354360.0,7.70572,3.28065
17354459.0,7.24795,3.35695
17354558.0,7.70572,3.39509
17354657.0,7.01907,3.43324
17354756.0,7.24795,3.62398
17354855.0,7.40054,3.62398
17354954.0,6.5613,3.89101
